Client ID,List Index,Number of Websites (FW),Number of Images (AC),Simple Cache (KB),Similarity Cache (KB)
94,8,2,40,33939.70,30482.12
95,8,2,40,3066.49,2812.47
96,8,2,40,9648.33,9434.44
97,8,2,40,1077.23,1015.17
98,8,2,40,4723.70,4532.21
99,8,2,40,2971.75,2730.88
100,8,2,40,6203.78,5622.88
1,9,3,10,5853.28,5568.45
2,9,3,10,3397.70,3397.70
3,9,3,10,735.06,569.34
4,9,3,10,912.50,912.50
5,9,3,10,1254.59,1254.59
6,9,3,10,386.80,386.80
7,9,3,10,1669.17,1593.76
8,9,3,10,1037.87,1037.87
9,9,3,10,2831.42,2831.42
10,9,3,10,609.58,609.58
11,9,3,10,1141.92,1025.79
12,9,3,10,7333.89,7333.89
13,9,3,10,1268.38,1268.38
14,9,3,10,2713.04,2671.64
15,9,3,10,4575.44,4575.44
16,9,3,10,762.90,660.85
17,9,3,10,488.36,488.36
18,9,3,10,2404.52,2330.80
19,9,3,10,3134.56,3134.56
20,9,3,10,3859.53,3859.53
21,9,3,10,963.39,963.39
22,9,3,10,1592.72,1592.72
23,9,3,10,1596.40,1596.40
24,9,3,10,1000.24,1000.24
25,9,3,10,1427.33,1427.33
26,9,3,10,1396.33,1396.33
27,9,3,10,1575.69,1474.61
28,9,3,10,857.66,857.66
29,9,3,10,864.21,864.21
30,9,3,10,560.96,560.96
31,9,3,10,609.78,609.78
32,9,3,10,4200.89,4200.89
33,9,3,10,1372.65,1311.71
34,9,3,10,893.29,893.29
35,9,3,10,1002.08,1002.08
36,9,3,10,2727.74,2607.82
37,9,3,10,3110.26,3110.26
38,9,3,10,415.63,305.75
39,9,3,10,1145.01,957.71
40,9,3,10,997.34,997.34
41,9,3,10,893.98,792.40
42,9,3,10,314.73,314.73
43,9,3,10,1247.69,1247.69
44,9,3,10,8821.01,8821.01
45,9,3,10,6979.44,6979.44
46,9,3,10,543.86,543.86
47,9,3,10,405.12,405.12
48,9,3,10,1672.23,1672.23
49,9,3,10,660.30,660.30
50,9,3,10,1699.20,1642.36
51,9,3,10,5583.37,5583.37
52,9,3,10,2892.36,2892.36
53,9,3,10,2353.94,2353.94
54,9,3,10,2081.47,2081.47
55,9,3,10,1274.34,1274.34
56,9,3,10,1186.49,1186.49
57,9,3,10,1387.33,1387.33
58,9,3,10,1302.59,1302.59
59,9,3,10,545.43,515.45
60,9,3,10,1050.55,1050.55
61,9,3,10,4575.86,4575.86
62,9,3,10,1737.19,1737.19
63,9,3,10,685.00,685.00
64,9,3,10,1052.22,1052.22
65,9,3,10,1774.64,1774.64
66,9,3,10,1811.06,1811.06
67,9,3,10,741.29,741.29
68,9,3,10,778.44,778.44
69,9,3,10,4556.95,4556.95
70,9,3,10,1225.56,1225.56
71,9,3,10,503.94,399.82
72,9,3,10,7591.95,7591.95
73,9,3,10,2571.14,2046.75
74,9,3,10,13988.84,10387.55
75,9,3,10,251.42,251.42
76,9,3,10,3891.31,3891.31
77,9,3,10,728.09,698.11
78,9,3,10,1091.94,1091.94
79,9,3,10,3706.79,3706.79
80,9,3,10,952.97,952.97
81,9,3,10,248.73,248.73
82,9,3,10,1687.18,1687.18
83,9,3,10,1219.30,1219.30
84,9,3,10,9001.87,9001.87
85,9,3,10,3506.52,3506.52
86,9,3,10,827.54,827.54
87,9,3,10,1094.24,1094.24
88,9,3,10,861.57,861.57
89,9,3,10,574.91,574.91
90,9,3,10,2759.91,2759.91
91,9,3,10,4965.44,4965.44
92,9,3,10,6887.80,6887.80
93,9,3,10,272.43,272.43
94,9,3,10,8322.36,8322.36
95,9,3,10,765.40,765.40
96,9,3,10,379.89,379.89
97,9,3,10,999.38,999.38
98,9,3,10,1825.04,1825.04
99,9,3,10,1050.71,1050.71
100,9,3,10,1459.61,1333.13
1,10,3,20,1510.12,1483.88
2,10,3,20,8741.97,8165.92
3,10,3,20,3122.26,3086.31
4,10,3,20,7597.68,7597.68
5,10,3,20,7478.60,7478.60
6,10,3,20,4079.77,4079.77
7,10,3,20,1263.35,1225.03
8,10,3,20,13509.92,13443.59
9,10,3,20,4247.78,3983.56
10,10,3,20,554.49,554.49
11,10,3,20,2577.67,2505.77
12,10,3,20,1803.63,1803.63
13,10,3,20,951.97,951.97
14,10,3,20,761.83,744.65
15,10,3,20,2852.44,2852.44
16,10,3,20,1066.71,994.30
17,10,3,20,5879.68,5773.21
18,10,3,20,3408.89,3344.96
19,10,3,20,939.38,939.38
20,10,3,20,9942.05,9908.05
21,10,3,20,3473.69,3375.25
22,10,3,20,1500.93,1445.99
23,10,3,20,955.55,955.55
24,10,3,20,9849.27,9849.27
25,10,3,20,4931.28,4931.28
26,10,3,20,4435.27,4435.27
27,10,3,20,3033.93,3022.11
28,10,3,20,3486.39,3449.96
29,10,3,20,11099.78,11099.78
30,10,3,20,13600.81,13600.81
31,10,3,20,6648.82,6572.23
32,10,3,20,12531.61,12448.08
33,10,3,20,2924.59,2924.59
34,10,3,20,11791.13,11791.13
35,10,3,20,2313.83,2313.83
36,10,3,20,2741.96,2741.96
37,10,3,20,15974.46,15974.46
38,10,3,20,3844.21,3631.34
39,10,3,20,1667.13,1476.99
40,10,3,20,3603.42,3411.29
41,10,3,20,11584.74,11584.74
42,10,3,20,2202.38,2202.38
43,10,3,20,4007.77,4007.77
44,10,3,20,788.47,788.47
45,10,3,20,6644.46,6644.46
46,10,3,20,3827.31,3713.33
47,10,3,20,514.59,514.59
48,10,3,20,1201.77,1026.41
49,10,3,20,13550.25,13342.71
50,10,3,20,6919.51,6847.61
51,10,3,20,2042.00,2042.00
52,10,3,20,1313.64,1313.64
53,10,3,20,12585.22,12508.21
54,10,3,20,592.81,592.81
55,10,3,20,1796.83,1577.14
56,10,3,20,1887.15,1679.56
57,10,3,20,1800.72,1800.72
58,10,3,20,3445.98,2030.58
59,10,3,20,1876.36,1876.36
60,10,3,20,2245.14,2196.21
61,10,3,20,995.90,849.14
62,10,3,20,10547.85,10482.60
63,10,3,20,916.74,756.40
64,10,3,20,947.29,907.34
65,10,3,20,14152.43,14152.43
66,10,3,20,3605.78,3511.47
67,10,3,20,1893.94,1853.20
68,10,3,20,2046.08,2046.08
69,10,3,20,2404.68,2404.68
70,10,3,20,7675.48,7675.48
71,10,3,20,1823.79,1766.44
72,10,3,20,2181.83,1992.04
73,10,3,20,4800.41,4616.83
74,10,3,20,2149.16,2149.16
75,10,3,20,1649.75,1649.75
76,10,3,20,7220.52,7171.67
77,10,3,20,1457.45,1457.45
78,10,3,20,4607.53,4607.53
79,10,3,20,2576.15,2550.95
80,10,3,20,1812.00,1636.23
81,10,3,20,1206.51,1206.51
82,10,3,20,9762.76,9610.46
83,10,3,20,2013.14,1839.05
84,10,3,20,3841.65,3841.65
85,10,3,20,9197.38,9197.38
86,10,3,20,1840.99,1663.95
87,10,3,20,8292.29,8292.29
88,10,3,20,962.43,874.19
89,10,3,20,458.38,458.38
90,10,3,20,2164.05,2164.05
91,10,3,20,6090.26,6090.26
92,10,3,20,1217.60,1177.66
93,10,3,20,2942.87,2942.87
94,10,3,20,7463.15,7463.15
95,10,3,20,1137.80,1137.80
96,10,3,20,1694.49,1542.63
97,10,3,20,5823.21,5823.21
98,10,3,20,3324.80,3219.31
99,10,3,20,746.09,746.09
100,10,3,20,13898.40,13629.48
1,11,3,30,3516.01,3205.50
2,11,3,30,4413.85,4230.17
3,11,3,30,19921.91,19867.75
4,11,3,30,3458.48,2758.27
5,11,3,30,1837.11,1774.71
6,11,3,30,1918.18,1680.34
7,11,3,30,2841.90,2841.90
8,11,3,30,2588.42,2451.90
9,11,3,30,3067.07,2896.96
10,11,3,30,1562.79,1279.83
11,11,3,30,2745.45,2604.40
12,11,3,30,10808.92,10808.92
13,11,3,30,909.91,909.91
14,11,3,30,4874.86,4667.66
15,11,3,30,3878.26,3716.48
16,11,3,30,11303.13,10480.96
17,11,3,30,2355.09,2165.41
18,11,3,30,5310.37,5168.95
19,11,3,30,18820.53,17254.08
20,11,3,30,3831.03,3741.05
21,11,3,30,3096.84,2901.92
22,11,3,30,6484.41,6336.68
23,11,3,30,2425.13,2386.81
24,11,3,30,1480.22,1327.89
25,11,3,30,9477.66,9447.69
26,11,3,30,3245.35,2684.67
27,11,3,30,3510.93,3510.93
28,11,3,30,9763.66,9763.66
29,11,3,30,13239.13,12907.70
30,11,3,30,2332.47,2088.42
31,11,3,30,5789.71,5658.88
32,11,3,30,4374.07,4097.86
33,11,3,30,7500.79,7500.79
34,11,3,30,3985.14,3210.55
35,11,3,30,1139.19,1060.85
36,11,3,30,9501.84,9501.84
37,11,3,30,776.91,776.91
38,11,3,30,1392.67,1392.67
39,11,3,30,14359.89,12069.54
40,11,3,30,13737.39,13600.86
41,11,3,30,2132.12,1963.87
42,11,3,30,11577.76,11491.62
43,11,3,30,3546.66,3221.37
44,11,3,30,3912.95,3912.95
45,11,3,30,3629.29,3494.14
46,11,3,30,4761.88,4332.77
47,11,3,30,11652.05,11416.85
48,11,3,30,6117.24,6020.93
49,11,3,30,17140.94,17091.78
50,11,3,30,1775.84,1538.91
51,11,3,30,4141.27,4093.74
52,11,3,30,3113.05,2733.64
53,11,3,30,1164.10,936.01
54,11,3,30,2133.82,1986.97
55,11,3,30,1713.64,1678.04
56,11,3,30,22488.44,22488.44
57,11,3,30,10597.41,10488.11
58,11,3,30,6254.82,6107.47
59,11,3,30,3151.39,3132.80
60,11,3,30,966.13,966.13
61,11,3,30,2349.31,2303.23
62,11,3,30,4564.57,4564.57
63,11,3,30,2938.17,2867.79
64,11,3,30,4214.98,4017.58
65,11,3,30,5540.37,5540.37
66,11,3,30,1951.65,1848.15
67,11,3,30,1179.78,1179.78
68,11,3,30,2511.17,2278.32
69,11,3,30,3192.59,3122.21
70,11,3,30,17647.56,15977.76
71,11,3,30,2550.75,2232.86
72,11,3,30,19168.40,19168.40
73,11,3,30,12022.39,12022.39
74,11,3,30,3115.58,2963.52
75,11,3,30,2958.83,2879.88
76,11,3,30,1055.63,646.45
77,11,3,30,3554.77,3481.79
78,11,3,30,2546.07,2546.07
79,11,3,30,4196.29,3365.83
80,11,3,30,18559.06,17751.71
81,11,3,30,4245.70,4143.08
82,11,3,30,4513.22,4031.49
83,11,3,30,8961.68,8643.32
84,11,3,30,1043.05,994.87
85,11,3,30,1331.94,1262.19
86,11,3,30,3676.33,3651.11
87,11,3,30,13642.41,12552.51
88,11,3,30,15117.05,14778.11
89,11,3,30,15285.32,15285.32
90,11,3,30,7653.59,6709.72
91,11,3,30,4466.99,4376.37
92,11,3,30,9103.12,9035.21
93,11,3,30,14389.21,14211.83
94,11,3,30,2599.52,2380.62
95,11,3,30,4640.70,4504.17
96,11,3,30,1037.86,992.10
97,11,3,30,3971.69,3971.69
98,11,3,30,1621.18,1541.10
99,11,3,30,3169.89,2899.66
100,11,3,30,2417.78,2014.40
1,12,3,40,4987.28,4101.29
2,12,3,40,3720.44,3547.10
3,12,3,40,4952.94,4778.17
4,12,3,40,10714.70,10714.70
5,12,3,40,5566.65,5110.36
6,12,3,40,16655.41,16168.70
7,12,3,40,1539.58,1513.16
8,12,3,40,5013.85,2328.49
9,12,3,40,1071.18,1071.18
10,12,3,40,3946.44,3774.30
11,12,3,40,3854.58,3854.58
12,12,3,40,14098.29,12752.10
13,12,3,40,3835.24,2590.87
14,12,3,40,3293.78,2338.51
15,12,3,40,1167.43,1011.50
16,12,3,40,12560.15,12505.37
17,12,3,40,1614.82,1614.82
18,12,3,40,6235.72,5562.10
19,12,3,40,11145.75,10975.94
20,12,3,40,8130.91,7706.76
21,12,3,40,2534.43,2534.43
22,12,3,40,4402.16,4073.04
23,12,3,40,14237.01,14204.27
24,12,3,40,3000.82,2576.38
25,12,3,40,16358.47,15715.42
26,12,3,40,1540.13,1519.44
27,12,3,40,3381.00,3013.83
28,12,3,40,14429.90,14387.66
29,12,3,40,4544.05,3837.24
30,12,3,40,2274.41,2274.41
31,12,3,40,6384.73,6280.95
32,12,3,40,22756.38,22617.52
33,12,3,40,27526.02,26095.16
34,12,3,40,20414.35,20392.26
35,12,3,40,23219.63,23166.57
36,12,3,40,21469.30,21469.30
37,12,3,40,6231.74,5977.53
38,12,3,40,13453.12,12771.05
39,12,3,40,4706.90,4653.80
40,12,3,40,21427.98,21304.00
41,12,3,40,27216.39,25089.88
42,12,3,40,3707.95,3566.75
43,12,3,40,5724.27,5362.36
44,12,3,40,11953.92,11555.87
45,12,3,40,18991.00,18800.87
46,12,3,40,2702.93,2548.19
47,12,3,40,25704.58,25410.84
48,12,3,40,4395.58,4095.26
49,12,3,40,33041.59,32433.69
50,12,3,40,11240.35,11033.71
51,12,3,40,3800.40,3582.54
52,12,3,40,3072.30,2925.69
53,12,3,40,4477.04,4294.26
54,12,3,40,4751.06,4425.40
55,12,3,40,2942.71,2501.62
56,12,3,40,3619.75,3341.61
57,12,3,40,4681.27,4478.00
58,12,3,40,2909.00,2640.50
59,12,3,40,2142.25,1897.77
60,12,3,40,2913.55,2913.55
61,12,3,40,21575.58,17642.05
62,12,3,40,11294.44,11272.43
63,12,3,40,2112.54,1982.43
64,12,3,40,1415.52,1415.52
65,12,3,40,7003.59,6794.57
66,12,3,40,4869.39,4393.28
67,12,3,40,26552.73,25752.13
68,12,3,40,2232.63,1742.62
69,12,3,40,3672.21,3236.06
70,12,3,40,821.58,778.22
71,12,3,40,5712.31,5712.31
72,12,3,40,3763.17,3324.12
73,12,3,40,2938.13,2664.40
74,12,3,40,1778.75,1635.26
75,12,3,40,5122.93,4951.20
76,12,3,40,25998.73,25826.66
77,12,3,40,1679.61,1395.55
78,12,3,40,13619.00,12614.74
79,12,3,40,5812.15,5657.36
80,12,3,40,5008.32,4625.54
81,12,3,40,2744.37,2494.57
82,12,3,40,7023.03,6851.61
83,12,3,40,19665.95,19564.85
84,12,3,40,14335.33,14114.14
85,12,3,40,8916.16,8060.28
86,12,3,40,2302.85,2076.86
87,12,3,40,3247.86,2680.59
88,12,3,40,4872.54,4805.80
89,12,3,40,3469.01,3389.06
90,12,3,40,18348.34,18307.65
91,12,3,40,4379.94,3945.10
92,12,3,40,14385.79,11931.69
93,12,3,40,2479.13,2285.04
94,12,3,40,6701.63,6701.63
95,12,3,40,8860.77,8734.74
96,12,3,40,10700.69,10700.69
97,12,3,40,17318.92,16821.89
98,12,3,40,1013.05,891.23
99,12,3,40,3166.61,2897.18
100,12,3,40,3748.23,3445.51
1,13,4,10,342.93,342.93
2,13,4,10,1071.29,1071.29
3,13,4,10,967.30,967.30
4,13,4,10,4602.86,4602.86
5,13,4,10,2043.05,2043.05
6,13,4,10,2113.74,2113.74
7,13,4,10,5075.55,5075.55
8,13,4,10,663.04,663.04
9,13,4,10,1029.14,883.44
10,13,4,10,386.43,386.43
11,13,4,10,1056.57,1056.57
12,13,4,10,9727.76,9727.76
13,13,4,10,3361.96,3361.96
14,13,4,10,1073.97,1073.97
15,13,4,10,2743.45,2743.45
16,13,4,10,6249.45,6249.45
17,13,4,10,11027.65,11027.65
18,13,4,10,976.21,976.21
19,13,4,10,1967.59,1967.59
20,13,4,10,3309.70,3309.70
21,13,4,10,562.04,562.04
22,13,4,10,745.39,745.39
23,13,4,10,3756.93,3756.93
24,13,4,10,2451.33,2218.87
25,13,4,10,1173.07,1039.89
26,13,4,10,3446.56,3446.56
27,13,4,10,283.45,283.45
28,13,4,10,897.56,897.56
29,13,4,10,6274.86,6274.86
30,13,4,10,2997.22,2997.22
31,13,4,10,706.47,706.47
32,13,4,10,2579.86,2579.86
33,13,4,10,1615.70,1501.72
34,13,4,10,1517.42,1517.42
35,13,4,10,5210.87,5210.87
36,13,4,10,1834.32,1834.32
37,13,4,10,768.16,768.16
38,13,4,10,6689.75,6689.75
39,13,4,10,6445.22,6445.22
40,13,4,10,981.86,981.86
41,13,4,10,674.40,674.40
42,13,4,10,2255.08,2255.08
43,13,4,10,4133.26,4133.26
44,13,4,10,1156.38,1156.38
45,13,4,10,2984.99,2984.99
46,13,4,10,1159.51,1159.51
47,13,4,10,2505.51,2505.51
48,13,4,10,852.26,852.26
49,13,4,10,853.54,853.54
50,13,4,10,2850.67,2850.67
51,13,4,10,3537.44,3537.44
52,13,4,10,588.88,588.88
53,13,4,10,372.92,372.92
54,13,4,10,2504.94,2504.94
55,13,4,10,3082.72,3082.72
56,13,4,10,1689.99,1689.99
57,13,4,10,591.10,519.21
58,13,4,10,1572.22,1572.22
59,13,4,10,661.67,661.67
60,13,4,10,1253.96,1064.28
61,13,4,10,510.37,465.16
62,13,4,10,5869.25,5869.25
63,13,4,10,1246.88,1246.88
64,13,4,10,781.51,781.51
65,13,4,10,676.16,676.16
66,13,4,10,6549.44,6549.44
67,13,4,10,959.00,823.27
68,13,4,10,779.68,732.15
69,13,4,10,6032.62,6032.62
70,13,4,10,375.26,375.26
71,13,4,10,2760.27,2628.75
72,13,4,10,476.86,476.86
73,13,4,10,1750.29,1750.29
74,13,4,10,1446.13,1446.13
75,13,4,10,2298.31,2298.31
76,13,4,10,2819.82,2819.82
77,13,4,10,2135.95,668.14
78,13,4,10,3348.21,3348.21
79,13,4,10,972.20,972.20
80,13,4,10,4933.81,4933.81
81,13,4,10,295.79,295.79
82,13,4,10,509.13,509.13
83,13,4,10,2360.85,2250.97
84,13,4,10,341.03,341.03
85,13,4,10,1568.84,1568.84
86,13,4,10,570.37,504.44
87,13,4,10,683.31,683.31
88,13,4,10,793.41,606.51
89,13,4,10,1204.03,1204.03
90,13,4,10,9496.07,9394.02
91,13,4,10,1624.25,1624.25
92,13,4,10,3824.11,3824.11
93,13,4,10,382.98,382.98
94,13,4,10,3163.40,3163.40
95,13,4,10,1002.90,1002.90
96,13,4,10,531.54,452.12
97,13,4,10,658.41,658.41
98,13,4,10,5261.69,5261.69
99,13,4,10,5933.85,5933.85
100,13,4,10,3893.61,3893.61
1,14,4,20,2747.31,2668.09
2,14,4,20,1528.81,1214.08
3,14,4,20,2848.38,2848.38
4,14,4,20,8134.30,8134.30
5,14,4,20,2918.44,2918.44
6,14,4,20,4972.79,4121.51
7,14,4,20,4015.31,3266.76
8,14,4,20,4429.69,4429.69
9,14,4,20,3422.99,3422.99
10,14,4,20,2552.02,2552.02
11,14,4,20,4464.84,4464.84
12,14,4,20,1016.23,1016.23
13,14,4,20,2446.01,2288.50
14,14,4,20,2637.16,2637.16
15,14,4,20,8254.01,7926.47
16,14,4,20,1509.70,1509.70
17,14,4,20,2270.22,2270.22
18,14,4,20,3109.48,3109.48
19,14,4,20,3852.42,3852.42
20,14,4,20,882.05,882.05
21,14,4,20,2140.10,2140.10
22,14,4,20,7980.11,7980.11
23,14,4,20,15071.10,15071.10
24,14,4,20,2882.58,2882.58
25,14,4,20,1198.25,1198.25
26,14,4,20,1465.02,1444.85
27,14,4,20,3873.71,3792.10
28,14,4,20,2562.71,1456.98
29,14,4,20,11942.73,11942.73
30,14,4,20,568.62,568.62
31,14,4,20,12973.27,12895.98
32,14,4,20,4375.46,4326.60
33,14,4,20,994.78,994.78
34,14,4,20,1556.17,1539.89
35,14,4,20,1950.96,1950.96
36,14,4,20,1739.75,1667.94
37,14,4,20,2216.50,2144.91
38,14,4,20,3379.96,3312.43
39,14,4,20,1940.85,1940.85
40,14,4,20,5805.01,5805.01
41,14,4,20,845.26,845.26
42,14,4,20,12588.77,12588.77
43,14,4,20,2181.48,2181.48
44,14,4,20,2731.74,2731.74
45,14,4,20,4333.36,3916.26
46,14,4,20,1446.08,1380.95
47,14,4,20,6890.93,6890.93
48,14,4,20,1503.68,1420.38
49,14,4,20,1185.08,1185.08
50,14,4,20,14022.57,13957.43
51,14,4,20,2657.91,2531.78
52,14,4,20,2028.23,2028.23
53,14,4,20,3010.53,3010.53
54,14,4,20,1323.67,1232.68
55,14,4,20,1372.89,1206.00
56,14,4,20,3147.01,3147.01
57,14,4,20,7069.25,6570.80
58,14,4,20,6115.32,6115.32
59,14,4,20,3209.42,3167.18
60,14,4,20,2193.69,2193.69
61,14,4,20,6326.82,6326.82
62,14,4,20,1736.98,1736.98
63,14,4,20,4210.05,4210.05
64,14,4,20,470.91,470.91
65,14,4,20,1650.90,1609.86
66,14,4,20,6450.09,6450.09
67,14,4,20,8560.26,8560.26
68,14,4,20,9831.54,9831.54
69,14,4,20,3174.03,2867.84
70,14,4,20,3607.53,2859.95
71,14,4,20,9514.51,9514.51
72,14,4,20,7471.20,7471.20
73,14,4,20,8845.78,8845.78
74,14,4,20,1771.33,1771.33
75,14,4,20,1021.55,1021.55
76,14,4,20,5023.32,5023.32
77,14,4,20,5772.57,5772.57
78,14,4,20,9751.48,9593.93
79,14,4,20,2985.08,2985.08
80,14,4,20,6696.09,6696.09
81,14,4,20,1192.23,1192.23
82,14,4,20,3436.49,3436.49
83,14,4,20,1354.27,1213.60
84,14,4,20,5176.11,5176.11
85,14,4,20,4200.72,4200.72
86,14,4,20,4697.10,4697.10
87,14,4,20,6168.86,6168.86
88,14,4,20,3206.13,3206.13
89,14,4,20,2525.19,2419.70
90,14,4,20,2308.50,2308.50
91,14,4,20,8757.89,8717.94
92,14,4,20,1914.83,1914.83
93,14,4,20,1487.41,1342.76
94,14,4,20,6334.80,6302.95
95,14,4,20,2234.09,2234.09
96,14,4,20,8953.43,8953.43
97,14,4,20,3252.85,1715.61
98,14,4,20,1707.74,1707.74
99,14,4,20,1490.49,1288.43
100,14,4,20,5252.13,5237.63
1,15,4,30,12914.17,12833.60
2,15,4,30,3338.30,3236.95
3,15,4,30,6715.32,6651.20
4,15,4,30,27044.04,25902.54
5,15,4,30,4574.45,4532.86
6,15,4,30,2571.16,2549.64
7,15,4,30,3130.79,3130.79
8,15,4,30,7188.99,6928.26
9,15,4,30,4699.98,4699.98
10,15,4,30,4556.03,4483.37
11,15,4,30,4348.98,4181.45
12,15,4,30,4101.22,4101.22
13,15,4,30,8263.00,7752.80
14,15,4,30,2811.97,2614.72
15,15,4,30,8760.45,8491.17
16,15,4,30,2085.78,2023.33
17,15,4,30,3040.54,3040.54
18,15,4,30,9030.91,9030.91
19,15,4,30,11989.64,10738.58
20,15,4,30,2761.40,2761.40
21,15,4,30,12558.73,12418.04
22,15,4,30,2758.19,2727.77
23,15,4,30,5422.97,5422.97
24,15,4,30,2857.27,2857.27
25,15,4,30,2475.35,2433.69
26,15,4,30,2285.82,2245.86
27,15,4,30,14854.95,14186.05
28,15,4,30,1835.51,1700.33
29,15,4,30,15706.57,15706.57
30,15,4,30,8733.98,8733.98
31,15,4,30,1368.01,1324.10
32,15,4,30,9313.05,9293.95
33,15,4,30,20109.14,17899.73
34,15,4,30,2850.75,2796.44
35,15,4,30,3827.58,3827.58
36,15,4,30,2843.11,2661.94
37,15,4,30,10836.96,10588.59
38,15,4,30,2975.84,2934.57
39,15,4,30,2316.33,2287.55
40,15,4,30,8789.05,8681.72
41,15,4,30,8290.74,8218.85
42,15,4,30,2598.09,2567.24
43,15,4,30,16103.53,16103.53
44,15,4,30,8137.11,8137.11
45,15,4,30,7197.57,7197.57
46,15,4,30,4088.78,3959.66
47,15,4,30,7983.27,7983.27
48,15,4,30,13149.23,13149.23
49,15,4,30,4296.75,4296.75
50,15,4,30,21125.58,20964.33
51,15,4,30,2468.15,2468.15
52,15,4,30,3073.14,2906.09
53,15,4,30,4097.54,4057.12
54,15,4,30,6391.70,6391.70
55,15,4,30,3278.20,3191.47
56,15,4,30,1943.78,1894.46
57,15,4,30,2303.71,2108.20
58,15,4,30,3817.44,3728.53
59,15,4,30,6003.74,6003.74
60,15,4,30,2950.11,2950.11
61,15,4,30,16696.54,16653.30
62,15,4,30,3347.96,3250.77
63,15,4,30,5685.42,5620.28
64,15,4,30,15791.65,15791.65
65,15,4,30,10530.01,10530.01
66,15,4,30,14803.72,12496.24
67,15,4,30,1036.58,1036.58
68,15,4,30,1387.06,1387.06
69,15,4,30,2687.28,2486.26
70,15,4,30,1709.35,1623.73
71,15,4,30,3607.74,3132.71
72,15,4,30,7833.98,7833.98
73,15,4,30,3204.27,3204.27
74,15,4,30,3121.48,2832.18
75,15,4,30,3074.20,3074.20
76,15,4,30,2760.60,2714.84
77,15,4,30,18931.68,18843.72
78,15,4,30,1971.68,1941.26
79,15,4,30,2222.99,2174.61
80,15,4,30,919.30,891.24
81,15,4,30,6334.33,6299.32
82,15,4,30,5921.63,5921.63
83,15,4,30,667.83,667.83
84,15,4,30,13799.62,13609.83
85,15,4,30,2067.55,1527.63
86,15,4,30,3739.62,3620.87
87,15,4,30,4523.88,4233.98
88,15,4,30,6101.10,6052.14
89,15,4,30,1361.39,1280.64
90,15,4,30,1667.98,1562.49
91,15,4,30,6620.82,6518.29
92,15,4,30,14886.14,14809.67
93,15,4,30,2495.73,2344.79
94,15,4,30,6341.84,6281.87
95,15,4,30,2120.78,2020.49
96,15,4,30,17503.90,17468.90
97,15,4,30,1292.24,1174.18
98,15,4,30,2609.21,2609.21
99,15,4,30,7948.44,7948.44
100,15,4,30,2904.65,2904.65
1,16,4,40,4297.94,4078.86
2,16,4,40,3650.81,3209.86
3,16,4,40,2899.93,2404.32
4,16,4,40,3253.88,3010.13
5,16,4,40,2392.56,2307.58
6,16,4,40,3324.46,2876.88
7,16,4,40,4773.86,4540.69
8,16,4,40,2912.45,2603.56
9,16,4,40,8509.74,8339.39
10,16,4,40,12793.86,12626.49
11,16,4,40,3962.47,3760.28
12,16,4,40,3189.29,3049.03
13,16,4,40,10121.93,9967.84
14,16,4,40,21432.17,21338.89
15,16,4,40,12107.87,12059.01
16,16,4,40,11789.00,11743.80
17,16,4,40,11274.80,11274.80
18,16,4,40,4066.03,3971.53
19,16,4,40,15160.16,15160.16
20,16,4,40,8388.18,7498.60
21,16,4,40,3232.09,3232.09
22,16,4,40,4346.38,3903.05
23,16,4,40,5433.25,5377.72
24,16,4,40,6504.06,6504.06
25,16,4,40,9807.03,9677.01
26,16,4,40,3154.87,2890.97
27,16,4,40,3862.94,3568.58
28,16,4,40,3631.91,2950.25
29,16,4,40,4922.61,4487.86
30,16,4,40,2782.59,2690.47
31,16,4,40,4267.31,4215.38
32,16,4,40,24775.32,24749.08
33,16,4,40,6608.06,6608.06
34,16,4,40,2533.99,2378.72
35,16,4,40,8814.94,8699.89
36,16,4,40,9836.14,9193.09
37,16,4,40,7130.45,6924.36
38,16,4,40,10450.23,10282.09
39,16,4,40,6444.30,5940.89
40,16,4,40,2738.04,2471.96
41,16,4,40,2469.80,2428.21
42,16,4,40,16633.89,15989.78
43,16,4,40,18514.81,18494.47
44,16,4,40,5492.05,4960.29
45,16,4,40,8446.66,8446.66
46,16,4,40,23543.84,23543.84
47,16,4,40,2332.21,2110.41
48,16,4,40,3086.88,2886.61
49,16,4,40,4440.37,4129.53
50,16,4,40,25801.20,25801.20
51,16,4,40,2458.85,2295.43
52,16,4,40,3359.03,3213.32
53,16,4,40,4076.44,2755.84
54,16,4,40,12096.65,11393.61
55,16,4,40,3947.37,3947.37
56,16,4,40,8321.28,8281.33
57,16,4,40,3359.29,3146.17
58,16,4,40,8558.71,8348.30
59,16,4,40,25272.39,25021.10
60,16,4,40,3995.21,3995.21
61,16,4,40,12187.38,12146.38
62,16,4,40,14674.29,14442.75
63,16,4,40,41910.14,37681.94
64,16,4,40,6302.13,6302.13
65,16,4,40,12730.03,12701.25
66,16,4,40,3301.00,3249.27
67,16,4,40,19380.29,19380.29
68,16,4,40,5341.42,2476.19
69,16,4,40,8337.29,8337.29
70,16,4,40,3136.00,2867.11
71,16,4,40,6866.80,6471.85
72,16,4,40,3075.97,3064.15
73,16,4,40,2114.64,2023.32
74,16,4,40,3623.25,3445.46
75,16,4,40,2300.68,2203.75
76,16,4,40,3032.07,2898.78
77,16,4,40,2228.13,1733.96
78,16,4,40,21801.47,21801.47
79,16,4,40,5492.31,4981.08
